"達する","たっする","to reach, to get to, to arrive at","I reach for my TASSEL for my achievement"
"候補","こうほ","candidate, contender, prospect, pick, choice, list; candidacy, candidature, nomination","次候補

Part of Japanese kana flick keyboard"
"海賊","かいぞく","pirate","Sea burglar "
"戎","ジュウ, えびす, つわもの","warrior, arms, barbarian, Ainu","daggeraxe 戈 + shield 十 = warrior, barbarian"
"退化","たいか","degeneration, retrogression, atrophy; regression (e.g. of society), deterioration, degeneration","Change in a regressing manner"
"噴射","ふんしゃ","jet, spray, emission, spouting; rocket propulsion, jet propulsion","Erupt + shoot = Jet

""fun shot""
"
"賁","フン, ヒ, ホン","decorate","Unfortunately really not important to remember the meaning decorate since this character is never used in Japanese and only in two Chinese words: 贲门 (cardia) and 虎贲 (knight (archaic)). 

Since it's always FUN, I will try to remember this sound. 

It's fun to decorate my shell with grass. 

(Baike says it's a drum with ornaments, seal script)"
"噴","フン, ふ.く","erupt, spout, emit, flush out","口 mouth + 賁 FUN = erupt

It's fun to erupt water out my mouth"
"射","シャ, い.る, さ.す, う.つ","shoot, shine into, onto, archery","Originally 身 + 矢 (technically 身used to be 弓 bow) since it was bow drawing back an arrow to shoot. Now you can memorize it similarly

身 body (cocked back to the left) + 寸 (bow and arrow pointing right) = an archer ready to SHOOT

Also consider 射精 means shoot vitality and means ejaculate (semen)"
"強制","きょうせい","compulsion, coercion, forcing (to do), enforcement","Strong system = enforcement"
"制","セイ","system, law, rule","Cutting a tree 未with a knife 刀


1 (orig.) to cut a tree in two with a blade
2 → to make, create

3 ⇒ to formulate, establish

4 񁁙 to rule, govern

5 ⇒ to tailor

To make something from the wood branches you cut off a tree with a knife

SEI from SEIcred tree

The law is to trim extra branches of a tree with a knife"
"強制終了","きょうせいしゅうりょう","forced termination","ESC = 強制終了
Ikachan menu"
"漬","シ, つ.ける, つ.かる, -づ.け, -づけ","pickling, soak, moisten, steep","水 water + 責 blame = 漬 soak

I blame the water for soaking me. "
"浅漬け","あさづけ","lightly pickled vegetables","Similar to お茶漬け"
"振り向く","ふりむく","to turn one's face, to turn around, to look over one's shoulder","振り向いて
Turn around
"
"危機的","ききてき","critical","機器的状況"
"外れる","はずれる","to be disconnected, to get out of place, to be off, to be out (e.g. of gear); to miss the mark, to get it wrong (e.g. guess, expectation), to draw a blank (e.g. lottery); to be removed, to be excluded; to be contrary to, to go against","“Misplaced” as in 期待外れ misplaced expectations

Misplaced = HAZ RElocated"
"詮","セン, せん.ずる, かい, あき.らか","discussion, methods called for, selection, result","All words make a discussion

全 zen -> sen
"
"所詮","しょせん","after all, in the end, anyway; (cannot) possibly, (not) at all, (not) by any means, (not) ever","To the extent of the discussion"
"着替え","きがえ","changing clothes, change of clothes","Exchange clothes"
"狼","ロウ, おおかみ","wolf","Good dog = wolf"
"点ける","つける","to turn on, to switch on, to light up","ねえ、こんなに寒いのになんで今エアコンつけたの？

Hey with it being so cold in here why did you just turn on the AC?"
"順","ジュン","obey, order, turn, right, docility, occasion","leaves 頁/页 fallen into the river 川 follow the stream"
"行","コウ, ギョウ, アン, い.く, ゆ.く, -ゆ.き, -ゆき, -い.き, -いき, おこな.う, おこ.なう","going, journey, carry out, conduct, act, line, row, bank","i.ku, KOU

GYOU when line:
改行 kaigyou: new line
この２行は省くべきだ。

kō (こう):
- Used for ""conduct/behavior/performing"":
  - 行動 (kōdō) - action/conduct
  - 行為 (kōi) - act/deed
  - 実行 (jikkō) - execution/implementation
  - 銀行 (ginkō) - bank
  - 旅行 (ryokō) - travel

an (あん):
- Much less common, mainly in formal/literary words about ""going"":
  - 行脚 (angya) - pilgrimage
  - 行方 (yukue/yukukata) - whereabouts (note: this is usually read as yukue)"
"辺","ヘン, あた.り, ほと.り, -べ","environs, boundary, border, vicinity","Be -> BAnk (of water)"
"兪","ユ, しかり","affirmative response, relaxed, at ease","Remember this as YU

RS. fishing boat 舟 → 月 on water 巜 → 刂 with mouth 亼 speaking
Fish = 鱼 yu in Chinese 
-> character is YU

Looks like 前 with a different hat

前 before with 亼 hat is YOU because you always come before everyone else"
"愈","ユ, いよいよ, まさ.る","be superior, heal, more and more, increasingly, finally, beyond doubt","Simplified Chinese of heal 癒"
"癒","ユ, い.える, いや.す, い.やす","healing, cure, quench (thirst), wreak","Heal heart 心 from disease 疒 (with pronunciation YU: 兪)
"
"癒す","いやす","to heal, to cure, to satisfy (e.g. hunger, thirst), to alleviate (e.g. sorrow, fatigue)","Iyasu -> iYASSu I am healed!"
"圧","アツ, エン, オウ, お.す, へ.す, おさ.える, お.さえる","pressure, push, overwhelm, oppress, dominate","Used in (圧) after words to mean saying them with pressure"
"倒","トウ, たお.れる, -だお.れ, たお.す, さかさま, さかさ, さかしま","overthrow, fall, collapse, drop, break down","人 person + 到 arrive = overthrow
The person arrived to the ground since I overthrew him

Reading from 到"
"圧倒","あっとう","to overwhelm (e.g. an opponent), to overpower, to crush, to defeat completely; to overwhelm (someone with emotion), to move, to impress, to fill with emotion; to intimidate, to frighten, to threaten","Pressure + overthrow = overwhelm

Attou = AH- TOO much (I’m overwhelmed)"
"鸚哥","いんこ, インコ","true parrot (esp. small parrots such as the parakeet, lory and conure)","in = sound of small bird (in! In! In!)
Ko = 子
Inko"
"並外れる","なみはずれる","to be uncommon","Lit. Out of the ordinary"
"宛","エン, あ.てる, -あて, -づつ, あたか.も","address, just like, fortunately","宀 roof + 夗: a man 卩 kneeling/laying at night moon 夕 = house where someone sleeps = their address 宛

AD + DrEss ->
A + TE"
"宛名","あてな","name and address (on an envelope, etc.), (addressee's) name, addressee","Address and name"
"腕","ワン, うで","arm, ability, talent","The address 宛 of your body 肉 is your arms 腕
That’s why people get tattoos with writing on their arms, it’s their body address"
"腕","うで","arm; ability, skill, talent, competence; (physical) strength","U DEr to face my massive arms??! 💪💪 ->
UDE"
"相撲","すもう, すまい","sumo (wrestling); sumo wrestler, rikishi","Each other + hit = sumo "
"","ちょろい, チョロい, チョロイ","easy, simple; simple (way of thinking, etc.), simple-minded, obvious (trick); soft, lax, slack","チョロいもんだ
Easy thing"
"定期","ていき","fixed period, fixed term; regular, periodic, periodical; fixed-term commuter pass; fixed-term deposit; futures contracts","Frequently said in forums"
"罠","ビン, ミン, わな, あみ","trap, snare","People 民 in net 罒 = trap 罠"
"民","ミン, たみ","people, nation, subjects","nice TA MIt you people"
"罠","わな","trap (for catching animals), snare; trap, trick, ruse","WAhh NA I got trapped!"
"盗","トウ, ぬす.む, ぬす.み","steal, rob, pilfer","The next dish is mine! I say as i steal the food from the counter. "
"強盗","ごうとう","robber, mugger; robbery, burglary","Strongly steal = rob

GO TOE to toe with the robbers"
"登","トウ, ト, ドウ, ショウ, チョウ, のぼ.る, あ.がる","ascend, climb up","Also means register as in 登记 in Chinese (most common word) dengji: register
In japanese they say 登録 touroku for register

Can think of it like climbing up into the registry "
"飽","ホウ, あ.きる, あ.かす, あ.く","sated, tired of, bored, satiate","I ate 飠 a bao 包  and now im satisfied"
"飽きる","あきる","to get tired of, to tire of, to lose interest in, to grow weary of, to get fed up with, to get sick of, to become bored with; to become sated, to become satiated, to have one's fill","I’m bored so Ai KILL U"
"前貼り","まえばり, まえバリ","covering private parts (esp. actors during filming); minimal bikini bottom (held only by tiny straps or adhesive tape); lined hakama that bulge in the front","連濁 hari -> bari

The term **前貼り (まえばり, maebari)** comes from the Japanese adult entertainment industry and refers to a small piece of fabric or adhesive material that is applied to cover the genitals during filming or performances, especially in contexts where full nudity is either not allowed or not desired. 

Breaking down the word:
- **前 (まえ, mae)** means ""front.""
- **貼り (はり, hari)** comes from the verb **貼る (はる, haru)**, which means ""to stick"" or ""to apply.""

So, **前貼り** literally translates to ""front stick"" or ""front application,"" referring to something that is stuck to or applied to the front of the body to cover private areas."
"連濁","れんだく","rendaku, sequential voicing, in Japanese, an unvoiced sound becoming voiced when it is the initial consonant of the non-initial portion of a compound or prefixed word","**連濁 (れんだく, rendaku)** is a linguistic term in Japanese that refers to a phenomenon where the initial consonant of the second element in a compound word becomes voiced. The word itself is composed of two parts:

- **連 (れん, ren)** means ""connected"" or ""consecutive.""
- **濁 (だく, daku)** means ""voiced"" or ""muddy"" (referring to voiced sounds in linguistics).

So, **連濁** can be literally translated as ""consecutive voicing"" or ""connected voicing."" It describes the process where, in a compound word, the initial unvoiced consonant of the second word changes to its voiced counterpart. For example, in the compound word **手紙 (てがみ, tegami)**, which means ""letter,"" the word **紙 (かみ, kami)** undergoes rendaku, turning the initial **k** sound into a **g** sound when combined with **手 (て, te)**. 

This term captures the idea that when words are ""connected"" (連), a ""voicing"" (濁) change often occurs."
"濁","ダク, ジョク, にご.る, にご.す","voiced, uncleanness, wrong, nigori, impurity","the muddy waters 氵 of sichuan 蜀"
"蜀","ショク, ゾク, いもむし","green caterpillar, Szechwan","Depicts a person (人) raising silkworms (虫). Refers to Can Cong (蠶叢), the legendary ruler of the kingdom of Shu (modern-day Sichuan), who was said to have been the inventor of silk."
"貼","テン, チョウ, は.る, つ.く","stick, paste, apply","貝 money + 占 fortune-telling = The fortuneteller 占 says 10 テン dollars 貝 is stuck to your back, better check = stick 貼

🚶💵

Memorize as 貼り hari stick"
"動き出す","うごきだす","to start to move, to get going, to come alive","-出す verbs mean to begin to do something

動き is from 動く to move

So it means to begin to move"
"動く","うごく","to move, to stir, to shift, to shake, to swing; to operate, to run, to go, to work; to make a move, to take action, to act, to go into action; to be touched, to be influenced; to change, to vary, to fluctuate, to waver; to be transferred","Ugoku =
U GO / KUm
Going and coming = moving"
"歩道","ほどう","footpath, walkway, sidewalk, pavement","Literally foot path"
"伸","シン, の.びる, の.ばす, の.べる, の.す","expand, stretch, extend, lengthen, increase","To extend your confidence 申 to another person 亻; 申 also provides the pronunciation"
"申","シン, もう.す, もう.し-, さる","have the honor to, sign of the monkey, 3-5PM, ninth sign of Chinese zodiac","Apparently means extend as in 申请 extend an ask, aka apply for something. 

Which is the same as 申請"
"細","サイ, ほそ.い, ほそ.る, こま.か, こま.かい","dainty, get thin, taper, slender, narrow, detailed, precise","Thin
"
"細工","さいく","work, workmanship, craftsmanship, handiwork; artifice, trick, device, tampering, doctoring","Thin/precise craft = handiwork/doctoring"
"徒","ト, いたずら, あだ","on foot, junior, emptiness, vanity, futility, uselessness, ephemeral thing, gang, set, party, people","Follower "
"打付ける","ぶつける","to hit (e.g. one's head), to strike, to knock, to run (into), to crash (into); to throw (at), to fling (at), to hurl (at); to vent (e.g. one's anger), to express (one's feelings), to throw (a question at someone); to pit (someone) against, to set against, to match against, to put up against","Hit and stick = crash into"
"打","ダ, ダース, う.つ, う.ち-, ぶ.つ","strike, hit, knock, pound, dozen","The words ぶつ (butsu) and うつ (utsu) have similar sounds but different meanings and uses in Japanese.

1. ぶつ (butsu)

	•	Meaning: “To hit” or “to strike”
	•	Usage: Casual verb form for hitting or bumping into something, usually physical contact.
	•	Example: 車にぶつ (kuruma ni butsu) – “to hit/bump into a car”

In polite form, it becomes ぶつける (butsukeru).

2. うつ (utsu)

	•	Meaning: “To hit,” “to shoot,” or “to type” (depending on the kanji and context)
	•	Usage: 打つ (utsu) can mean “to hit” (like in sports or punching), 撃つ (utsu) means “to shoot” (like a gun), and 打つ (utsu) also means “to type” (as on a keyboard).
	•	Example 1: ボールを打つ (booru o utsu) – “to hit the ball”
	•	Example 2: 銃を撃つ (juu o utsu) – “to shoot a gun”
	•	Example 3: メッセージを打つ (messeeji o utsu) – “to type a message”

Summary:

	•	ぶつ (butsu) generally refers to physically bumping or striking.
	•	うつ (utsu) is more versatile, covering hitting, shooting, and typing, depending on context and kanji."
"評価","ひょうか","valuation, appraisal, evaluation, assessment, estimation, rating, judging; appreciation, recognition, acknowledgement, rating highly, praising","Rate

評価してください = rate us"
"評","ヒョウ","evaluate, criticism, comment","言 speech + 平 even = speak evenly/fairly about sth = 評 evaluate

HYOU from 平

Hey YOu what did you think

评论 pinglun = comment (sns) in Chinese"
"映る","うつる","to be reflected, to harmonize with (harmonise), to come out (photo), to be projected, to be displayed (on a screen)","To be reflected

う
撃つ light thROUGH to your eyes = reflection

目に映る明るさ"
"央","オウ","center, middle","Center

Originally: 央 depicts a person (大) with their neck in a wooden frame (冂) as a form of punishment, indicating the original meaning “cruel punishment.” 

Now memorize as:

Upward arrow ^ pointing to center of upper rectangle 口 with middle vertical line too

中央 CHUO zhongyang = center"
"映","エイ, うつ.る, うつ.す, は.える, -ば.え","reflect, reflection, projection","日 sun + 央 center = 映 reflect 

Light from sun 日 reflects off center 央 and goes in all directions 大 = reflect"
"輝き","かがやき","brightness, brilliance, brilliancy, radiance, glitter","Kagayake demon coa kun
(Look up if it’s kagayake or kagayaki)

SHINING demon core kun"
"輝","キ, かがや.く","radiance, shine, sparkle, gleam, twinkle","光 light + 軍 army = shining army of light 輝"
"","なんて","things like, something like, someone like, such a thing as, (the fact) that, to think that","To think that (the previous clause)"
"上手く行く","うまくいく","to go smoothly, to turn out well, to do the trick, to have peaceful relations","Goes well"
"","がち, ガチ","serious, earnest, honest, real, legit","ガチ踊り女子"
"尼","ニ, あま","nun","Depicts one person (匕) carrying another person (尸) on their back. Based on the original meaning ""stop; approach"". The current meaning is a phonetic loan."
"","あちい, あっちい, あちぃ, あっちぃ","hot","I’m itchy like a cat in heat"
"地平","ちへい","level ground; horizon; field of view","Ground + flat = flat ground"
"平","ヘイ, ビョウ, ヒョウ, たい.ら, たい.らげる, ひら","even, flat, peace","Even = balance is flat (perfectly balanced)
Things in balance are at peace

HEI from heiwa 平和

HYOU: Hey YOU …"
"鱈腹","たらふく","(eating or drinking) to one's heart's content","Eating until you have the belly of a cod

Originally it was 足りる as たらふ with く to make adverb"
"取るに足りない","とるにたりない","of little importance, trivial, worthless, valueless","Not worth taking"
"言","ゲン, ゴン, い.う, こと","say, word","I say aGAIN -> gen (yan in chinese)"
"夏","カ, ガ, ゲ, なつ","summer","One hundred feet running to the beach"
"絡","ラク, から.む, から.まる","entwine, coil around, get caught in","Luo -> L>R + Uo -> Aku = raku

糸 thread 各 each = each thread entwined around a spindle = entwine 絡

Raku from 各 kaku"
"抜","バツ, ハツ, ハイ, ぬ.く, -ぬ.く, ぬ.き, ぬ.ける, ぬ.かす, ぬ.かる","slip out, extract, pull out, pilfer, quote, remove, omit","Pull my friend out (of their home) to go out

HATSU from 発 (departure ~= pull out)"
"服","フク","clothing, admit, obey, discharge","Experiment:

服
= 月 body 卩P 又 hand
= 月 body 卩P(ants) 又 hand
= 又 Hand putting 卩 pants on 月 body 
= 服 clothes

Original:
月 body + 𠬝subdue = obey/serve -> uniform (represents someone serving) -> clothes

𠬝 = kneeling person 卩 subdued by hand 又. Imagine hand is grabbing whole body, even though hand is on back originally

𠬝 is only used in 报, 報 report and 服 clothes. So i could memorize it differently. But 卩 is used in hundreds of kanji/hanzi. 

Feel like it makes sense to memorize the true meaning just because it still gets used: e.g.

服务 fuwu to serve (zh)
承服 shoufuku accepting 

Conclusion: memorize truthfully
"
"卩","セツ, わりふ","seal radical (no. 26)","Kneeling person

卩 imagine legs are left line, back is top line, zombie arms are right line.

Experiment:
Memorize as P"
"又","ユウ, また, また-, また.の-","or again, furthermore, on the other hand","Hand radical"
"不服","ふふく","dissatisfaction, discontent, disapproval, objection, complaint, protest, disagreement","Not + serve = doesnt serve me -> dissatisfies me"
"舌","ゼツ, した","tongue, reed, clapper","千 tongue with dots of spit rising out of 口 mouth

Your SHITA (tongue 舌) is in your SHITAAGO (lower jaw, mandible 下顎)"
"","カツ, かつ","cutlet (usu. crumbed and fried), katsu","KATSU <- KATSURETSU <- katuretu <- katuletu <- katlet <- cutlet

 (makes so much sense now)"
"決定","けってい","decision, determination","決 decide + 定 decide = decision

Gemination: ketsu + tei = kettei"
"疋","ヒキ, ショ, ソ, ヒツ, あし","head, counter for animals","𤴓 zhèng (a variant of 正)

疋 is cursive 正 (correct)
-> memorize 疋 as correct

Old:

Technically just 龰 (foot radical, stop 止） with a line 一 on it

足 considering this is foot and is superset of 疋, maybe just memorize it as foot"
"足","あし","foot, paw, arm (of an octopus, squid, etc.); leg; gait; pace; lower radical of a kanji; means of transportation, (one's) ride; money, coin","足 depicts a leg, from the buttocks (口) to the foot (止), here slightly altered to 龰, indicating the original meaning “foot.”

The foot is still upturned in the picture now"
"定","テイ, ジョウ, さだ.める, さだ.まる, さだ.か","determine, fix, establish, decide","宀 roof + 疋 correct = House 宀 of correct 疋 things = decisions (verb: determine, decide)

TEI from YOTEI 予定 plans 
(since you already memorized 予定があるの？)"
"正","セイ, ショウ, ただ.しい, ただ.す, まさ, まさ.に","correct, justice, righteous, 10**40","Experimental mnemonic:
T + F hybrid on _ underline for true/false question is always CORRECT. 

正 zhèng is composed of a foot (止) coming upon a city’s outer wall (now written 一), indicating the original meaning “to send out an army to attack a city or state,” and 一, originally 丁 dīng “city wall.” 丁 also gave the sound. 


1 (orig.) to send an army to attack an enemy (now written 征)
2 → to rule, govern (now written 政)

3 ⇒ to correct; the state of being correct


SEI but also SHOU in SHOUJIKI 正直"
"定まる","さだまる","to become settled, to be fixed","サダムの運命は定まった。 

Sadam’s unmei (fate) is sadamatta (settled)

Decide and stay = settle"
"予","ヨ, シャ, あらかじ.め","beforehand, previous, myself, I","Experimental mnemonic:
Picture of a ghost wandering the world (世 YO) BEFORE he becomes a man (by inheriting a human body). 

龴 is head, 乛 is outstretched arms, 亅 is floating body

Original:

予 yǔ (also yú) was originally 呂 lǚ plus 亅 , a distinguishing mark. The original meaning is “to hold s.t. up and offer it to s.o.” 呂 gave the sound. Now, the first 口 of 呂 is written 龴 and the second is written 乛. 

That’s the Chinese definition but it’s used a lot more in japanese and always used for before instead of give"
"予定","よてい","plans, arrangement, schedule, program, programme, expectation, estimate","予 before 定 decisions = plans"
"素","ソ, ス, もと","elementary, principle, naked, uncovered","素 depicts a frame (龶) with silk threads (糸) hanging from it, indicating its original meaning “white, unprocessed silk.” 

1 (orig.) white, unprocessed silk
2 → basic material
  3 ⇒ element, factor
4 → the color white
5 → plain, simple
  6 ⇒ sincere; consistent
  7 ⇒ vegetables (except scallions, garlic, and leeks)
    8 ⇒ vegetarian"
"素早い","すばやい","quick, swift, nimble, agile; quick (understanding, judgement, etc.), alert, prompt","Sincerely fast"
"切","セツ, サイ, き.る, -き.る, き.り, -き.り, -ぎ.り, き.れる, -き.れる, き.れ, -き.れ, -ぎ.れ","cut, cutoff, be sharp","切 depicts something that has been cut and severed (七) and a knife (刀) to indicate the original meaning “to cut with a knife.” 

In 切 qiē (also qiè), 七 qī is both a sound component and a form component.

Qie and qi sound closer than setsu and shichi but this is the world we live in. 

Memorize SETSU from 大切 TAISETSU

This meaning is like important (although i don’t see it in the dictionaries)"
"切望","せつぼう","earnest desire, eager hope, longing, yearning, hankering","Important 切 desire 望"
"議長","ぎちょう","chair, chairman, chairperson, speaker (of an assembly), president (of a council, senate, etc.)","議会 (congress)’s 長 (leader, chou) = 議長 gichou"
"投","トウ, な.げる, -な.げ","throw, discard, abandon, launch into, join, invest in, hurl, give up, sell at a loss","Throw 投 = action 殳 that hand 扌 does

throw; fling; hurl

投手榴弹 
tóu shǒuliúdàn
throw a hand grenade

我投了他一票。 
Wǒ tóu le tā yī piào.
I cast my vote (or voted) for him.

Tou in Chinese for throw "
"投げる","なげる","to throw, to hurl, to fling, to toss, to cast; to give up, to abandon, to throw away; to cast (a glance, shadow, doubt, etc.)","試合を投げるニガー
Dis n is throwing the game"
"投票","とうひょう","voting, ballot, poll, vote","Throw ballot = vote

Same in Chinese

我投了他一票。 
Wǒ tóu le tā yī piào.
I cast my vote (or voted) for him."
"要","ヨウ, い.る, かなめ","need, main point, essence, pivot, key to","Yao (must) -> YOU"
"球","キュウ, たま","ball, sphere","Seek 求 to play with ball 玉 = ball 球"
"毬","キュウ, いが, まり","burr, ball","Ball 球 but furrier 毛"
"攵","ホク","strike, hit, folding chair radical variant (no. 66)","Action, Motion, strike

攵 (攴) was originally a picture of “a hand holding a whip, a horsewhip, or a wooden staff,” expressing the original meaning “to strike, to hit.” However, it can also refer to motion in general (including motion not related to striking or beating). 攵 is a simplification of 攴 and is very similar in form to 夂 [zhǐ] and 夊 [suī], which are both variants of 止 [zhǐ] . Be careful not to get these confused. 

攴 and 攵 are generally only used as components in other characters. 

pū

1 (orig.) to strike, to hit
2 →(related to) striking or hitting
3 →general movement; action
"
"救","キュウ, すく.う","salvation, save, help, rescue, reclaim","Want 求 to move 攵 quickly to rescue someone

KYUU from 求"
"要求","ようきゅう","demand, firm request, requisition, requirement, desire","要 need + 求 want = demand"
"任","ニン, まか.せる, まか.す","responsibility, duty, term, entrust to, appoint","亻person + 壬 responsibility = responsibility

"
"壬","ニン, ジン, イ, みずのえ","9th calendar sign","Responsibility
士 soldier with 一 hat = more responsible soldier
ニ + N = nin

Experimental mnemonic:
Mime radical: memorize as responsibility

Then:
任 responsible person -> responsibility
妊 responsible woman -> pregnant (responsible for her fetus)
廷 walk to responsible place = court
挺 hand + court = stand upright in court with hand out “objection!” (Original meaning of 𡈼 ting)


𡈼 tǐng (not 壬 rén) depicts a person (originally 人) standing tall and firm on a pile of dirt (originally 土), indicating the original meaning “to stand upright (now written 挺).” The two components have merged into 𡈼 in the modern form. 
"
"賃上げ","ちんあげ","wage increase, pay rise","Wage + increase"
"重要","じゅうよう","important, essential, significant, major, key, principal","Heavy + need = important"
"殆ど","ほとんど","almost, nearly, mostly, practically, virtually, basically, just about, all but; hardly, barely, scarcely, little; large majority, large proportion, greater part, most (of), almost all (of)","本当ほとんど
Really really"
"瓶","ビン, かめ, へい","bottle, vial, jar, jug, vat, urn","瓶 píng is composed of 并 bìng and 瓦 “clay tiles; earthenware,” pointing to the original meaning “a type of jar used for collecting water.” 并 gives the sound.

瓶 bin isn’t the same sound as 并 hei in japanese though, but this is useful for Chinese too so issok. Also you don’t need 并 in Japanese"
"瓶","びん, ビン","bottle, jar, decanter, flagon, phial, vial","Bin of water = bottle"
"次第","しだい","depending on; as soon as, immediately after, upon; as (e.g. ""as one is told"", ""as one wishes""), whatever (e.g. ""whatever is at hand""); order, program, programme, precedence; circumstances, course of events, state of things; reason","Next number = order

次第 cidi still means order in chinese

次第入座 
cìdìrùzuò
take seats one after another


But in Japanese:
xx order = order: xx 1st, then …"
"天候","てんこう","weather","Sky climate = weather
Ten cold days"
"貫","カン, つらぬ.く, ぬ.く, ぬき","pierce, 8 1/3lbs, penetrate, brace","guàn

1 (orig.) seashells (used as money) strung together (1000 coins)
2 → to pierce, pass through
3 → to be strung together
"
"慣","カン, な.れる, な.らす","accustomed, get used to, become experienced","忄 Heart + 貫 go through = what permeates the heart: habit

KAN from 貫"
"慣れる","なれる","to get used to, to grow accustomed to, to become familiar with; to become skilled in, to become experienced at; to become tame, to become domesticated; to get used to doing","ナルトはラーメンしか慣れない
Naruto is only accustomed to ramen"
"給","キュウ, たま.う, たも.う, -たま.え","salary, wage, gift, allow, grant, bestow on","Give in chinese 给我什么 etc

Only means salary in japanese, from the chinese ji definition of supply

Ji -> KYUU"
"給料","きゅうりょう","salary, wages, pay","Salary + materials = salary"
"能力","のうりょく","ability, faculty","Ability power = ability"
"結果","けっか","result, consequence, outcome, effect; as a result of ..., as a consequence of ..., after ..., following ...; bearing fruit, fruiting","you can think of a ""result"" as the ""fruit"" or outcome that comes from ""binding"" or bringing together all the preceding actions or events. It's like tying everything together (結) to produce an end product/fruit (果).

Gemination: ketsu + ka = kekka"
"祭","サイ, まつ.る, まつ.り, まつり","ritual, offer prayers, celebrate, deify, enshrine, worship","祭 jì depicts a hand (又) putting piece of meat 񃨪/⺼ on an ancestral tablet (示), indicating the original meaning “to sacrifice meat to the gods.”

The festival was quite the SAIght"
"際","サイ, きわ, -ぎわ","occasion, side, edge, verge, dangerous, adventurous, indecent, time, when","Border

際
= 阝 place 祭 festival
= 阝 place surrounded by 祭 festival procession
= border 際

Festival procession walking around the place 24/7 forming a border
( maybe El paso border festival)

SAI from 祭"
"国際","こくさい","international; diplomatic intercourse","Country borders are what  international"
"腿","タイ, もも","thigh, femur","月 flesh + 退 retreat = what part of the body you use to retreat = legs"
"倉","ソウ, くら","godown, warehouse, storehouse, cellar, treasury","Granary
Depicts grain gathered together (合) behind a door (戶)"
"創","ソウ, ショウ, つく.る, はじ.める, きず, けず.しける","genesis, wound, injury, hurt, start, originate","倉 SOU +刂 knife/edge = begin (beginning edge)

Phonosemantic compound. 刂 represents the meaning and 倉 represents the sound SOU or chuang. Based on the original meaning ""wound, injury"". The meaning ""begin, establish"" is a phonetic loan."
"創業","そうぎょう","establishment (of a business), founding","創業100年"
"老舗","しにせ","long-established shop, shop of long standing, old shop","仕える+似せる=仕似せる=しにせ

《仕える》《似せる》という動詞が連なって【仕似す（しにす）】という動詞を作っていることが分かります。
「仕える」と「似せる」、つまり、それまでお店を守ってきた人に《仕える》ことで、まずは仕事の手順を覚えるということ。そして、仕事のやり方を《似せて》いくことで、先人たちが大切にしてきた仕事の在り方を会得すること。


The origin of the word ""shinise"" (long-established store) comes from the verb ""shinisu"" (to imitate) .
We can see that the verbs ""serve"" and ""imitate"" are combined to form the verb ""shinisu"" (to imitate).
""Serve"" and ""imitate,"" that is, by ""serving"" the people who had been running the store until then, you first learn the procedures for the job . Then , by ""imitating"" the way of doing the job, you learn the way of doing the job that your predecessors valued.
"
"舗","ホ","shop, store, pave","Phonosemantic compound. 舍 represents the meaning and 甫 represents the sound."
"舍","セキ, シャ, やど.る","inn, hut, house, mansion","where tongues 舌 chatter together 亼 under the roof 𠆢; place 土 with roof 𠆢 and talking mouths 口

Phonosemantic compound. 口 represents the meaning and 余 represents the sound. 口 (mouth) indicates that the character is only ""mouthed"", i.e. only used for its phonetic value."
"暮","ボ, く.れる, く.らす","evening, twilight, season's end, livelihood, make a living, spend time","Phonosemantic compound. 日 represents the meaning and 莫 represents the sound."
"聖","セイ, ショウ, ひじり","holy, saint, sage, master, priest","耳 + 口 + 王 = the kings of listening and speaking = the holy

聖 consists of 𡈼 tǐng, an ear (耳), and a mouth (口), which indicate the original meaning “one who is good at listening, intelligent.” 𡈼 gives the sound.
"
"手始め","てはじめ","outset, start, beginning","「手」は物事を行うための道具や手段を示し、「始め」は何かが始まることを表します。つまり、この言葉は「物事を始めるための始まりの行動」を意味します。

""Te"" (hand) indicates a tool or means to do something, and ""hajime"" (start) indicates something is starting. In other words, this word means ""the initial action to start something."""
"物事","ものごと","things, everything","- 物事の順序 (monogoto no junjo) - ""the order of things"" (implies proper procedure/way of doing things)
- 物事を学ぶ (monogoto wo manabu) - ""to learn things"" (implies learning both practical and theoretical knowledge)
- 物事の見方 (monogoto no mikata) - ""way of seeing things"" (perspective on life/matters in general)"
"省く","はぶく","to omit, to leave out, to exclude, to eliminate; to curtail, to save, to cut down, to economize, to economise","Leaving out the rations caused HAVOC "
"分厚い","ぶあつい","thick, bulky, massive, heavy","「分」（ぶ）は、板などの平たいものの厚さのことです。 「分が厚い」→「分厚い」となったようです。"
"察","サツ","guess, presume, surmise, judge, understand","Examine

Roof 宀 festival 祭 = holding the festival indoors helps us examine everyone better (police 警察) = examine 察"
"談","ダン","discuss, talk","言 talk 火 fire = talking like fire, heated discussion = 談 discuss"
"相談","そうだん","consultation, discussion, discussing, asking (someone) for advice","Mutually discuss = advice

SOU DANny what do you think"
"遅","チ, おく.れる, おく.らす, おそ.い","slow, late, back, later","corpse 尸 of a sheep 羊 goes ⻌ very slow
"
"刻","コク, きざ.む, きざ.み","engrave, cut fine, chop, hash, mince, time, carving","亥 child + 刂 knife = i engraved the time on my child with a knife
刂 represents the meaning and 亥 represents the sound."
"亥","ガイ, カイ, い","sign of the hog, 9-11PM, twelfth sign of the Chinese zodiac","Mirror: learn as child because 孩 means child"
